Frozen,Do your want to build a snowman,"Anna: Elsa?
Do you wanna build a snowman?
C'mon let's go and play
I never see you anymore
Come out the door
It's like you've gone away
we used to be best buddies
But now were not
I wish you would tell me why
Do you wanna build a snowman...
It doesn't have to be a snowman...
Elsa: Go away, Anna
Anna: Ok, bye... 
Do you wanna build a snowman?
Or ride a bike around the hall?
I think some company is overdue
I've started talking to the pictures on the walls (hang in there Joan) 
It gets a little lonely
All these empty rooms
Just watching the hours tick by... tick tock tick tock tick tock tick tock
Elsa please... I know your in there
People are asking were you've been
They say have courage..
And I'm trying too
I'm right here for you
Just let me in...
We only have each other
It's just you and me.
What are we gonna do?
Do you wanna... build a snowman?
"
Aladdin 2 ,Don't Come Out Of Thin Air,"[Jasmine] You showed me the world
When i was all locked up inside
You reached out your hand
And took me on a magic carpet ride
One look at your smile and i could see the light
Shinning everywhere
People like you, don't come out of thin air
[Aladdin] Oh Jasmine
You don't understand
There is so much that you don't see
Just think if you can
What growing up had to be like for me
Your father's a man
Who taught you who you are
Mine was never there
So how can you say
I don't come out of thin air
There's so much I want to know
[Jasmine] You've got the chance to learn
[Aladdin] If it means I have to go
[Jasmine] I'll be right here when you return
[Jasmine] Our wedding can wait
[Aladdin] I love you
[Jasmine] I think it's worth this small delay
[Aladdin] Maybe you're right
[Jasmine] And won't it be great
To have your father see our wedding day
[Aladdin] I've waited so long
[Jasmine] It isn't too late
[Aladdin] To learn the truth
[Both] And now at last we can finally say
[Jasmine] Your father is really there
[Aladdin] There's so much that we might share
[Jasmine] And you'll finally learn
[Both] You don't come out of thin air
"
Coco,Don't Lose Your Head,"Don't lose your head
you're gonna miss me baby.
Don't lose your head
you're gonna be so lonely
You'll miss my hugging
you'll miss my kissing
you'll miss me darling
when I've gone away.
I've been feeling lonely
for you only
'cause you know you've had your way.
And if you leave me
I know you're gonna grieve me
gonna miss me, miss me don't lose your head.
Don't lose your head.
Don't lose your head!
"
The Little Mermaid 2,Down To The Sea,"The Little Mermaid II - Down to the Sea
Ariel:
You are my world my darling
what a wonderful world I see
You are the song I'm singing
You're my beautiful Melody..
Eric: Darling, We better be going
Ariel: Look at her isn't she glowing?
Eric: She looks divine, and you look exquisite, but look at the time
Ariel: It couldn't be is it?
The crew are awaiting your orders
We're sailing away from the borders
Steady boy steady
Ahoy there, they're coming!
Trumpeters ready, drummers start drumming
Down to the sea we go
Down to a world I know
There's never been
Not ever before
A child born of sea and shore
Down to the sea we go
Down to the world below
A journey to bless
the princess to be
Under the sun, and under the sea..
Under the Sea: Ariel is coming (repeated very often) 
What's all the big commotion
That's spreading trough the ocean
From sea to shining sea
There is now advertating
Today we're celebrating
Ariel's Melody
lad-da-di-da ( repeated very often ) 
Today when Triton's daughter
Come's back here to the water
We're gonna have a spree
The boat is nearer now
I think I hear her now
Ariel's Melody
Merpeople:
Out from the sea we rise
Up to the world of skies
There's never been
Not ever before
A child born of sea and shore
Out from the sea we rise
Up to the world of skies
Forever to be
Together as one
Under the sea..
And under the sun..
Ariel:
This is your world my darling
One world the land and sea
My hope for you for always
Is that your heart will hold part of me
Down to the sea we go
Down to the world we know
Together we come
Forever to be
Under what sun
The land and the sea..
"
An American Tail: Fivel Goes West ,Dreams To Dream,"I lose my way, no one cares
The words I say, no one hears
My life it seems is a world of dreams
Deep in the night, you'll find me
Dream and you're right behind me
Stay, if you will stay
We'll dream the night away
Dreams to dream
In the dark of the night.
When the world goes wrong
I can still make it right.
I can see so far in my dreams
I'll follow my dreams
Until they come true.
There is a star waiting to guide us shining inside us
When we close our eyes.
Come with me you will see what I mean
There's a world inside no one else ever sees
You will go so far in my dreams
Somewhere in my dreams your dreams will come true.
Dont let go if you stay close to me
In my dreams tonight you will see what I see
Dreams to dream,
As near as can be
Inside you and me, they always come true.
Inside you and me, they always come true.
"
Ducktales,Ducktales Theme,"Life is like a hurricane
Here in Duckburg
Race cars, lasers, aeroplanes
It's a duck-blur
Might solve a mystery
Or rewrite history
CHORUS:
DuckTales (oooh ooooh) 
Every day they're out there making
DuckTales (oooh ooooh) 
Tales of daring do bad and good
LuckTales (oooh ooooh) 
When it seems they're heading for the
Final curtain
Cool deduction never fails
That's for certain
The worst of messes
Become successes
CHORUS
D-D-D-Danger! Lurks behind you
There's a stranger out to find you
What to do? Just grab on to some DuckTales
CHORUS
D-D-D-Danger! Lurks behind you
There's a stranger out to find you
What to do? Just grab on to some ...
CHORUS (Twice) 
Not pony tales or cotton tales, it's
DuckTales (ouh ooooh) 
"
Annie,Easy Street,"(rooster) do you remember the way our sainted mother used to
croon us our lullaby.
(ms hannigan) she'd say kids there's a place that's like no other, you
got'ta get there before ya die.
(rooster) you don't get there by playin by the rulebook
(ms hannigan) you stack the aces
(rooster) mm hmm you load the dice (whisper) yeah
(both) oh mother dear now we know you're down there listnin, how can
we follow your sweet advice to
(rooster) Easy street Easy street where ya sleep till noon
(ms hannigan) yah yah yah
dialogue
"
James and the Giant Peach ,Eating The Peach,"Mr. Centepede:
I've eaten many strange and scrumpous dishes in my time
Like chillied bugs, and curied slugs and ear wigs cooked in slime
And mice with rice is very nice when they're roasted in their prime
But don't forget to sprinkle them with just a pinch of grime
I'm crazy bout' mosquitos on a piece of buttered toast
And pickled spines and porcupines and then a great big roast!
And dragon's flesh quite old not fresh it costs a bucket mouse
Mrs. Lightening Bug:
Does it come with gravy?
Mr. Centepede:
It comes to you in barrel's if you order it by post!
(Music) 
All:
It comes to you in barrel's if you order it by post!
Mr. Grasshopper:
For dinner on my birthday shall I tell you what I chose?
Port noodles made of goodles on the slice of garden hose
And a rather smelly jelly made of armadillo's toes
The jelly is delicious but you have to hold your nose
All:
Peach peach peach peach
Peach peach peach peach
Peach peach peach peach
Mrs. Ladybug
I crave for tasty tentacles of octopi for tea
I love hotdogs but I love hot frogs and surely you'll agree
A plate of soil with engine oil's a super recipe
Centepede and James:
Recipe
Mrs. Ladybug
I hardly need to mention that it's practically free!
All:
Peach peach peach peach
Peach peach peach peach
Peach peach peach peach
We hardly need to mention that it's practically free!
Mr. Centepede:
Now comes my fellow travelers the burdon of my speech
(Miss Spider: show off) Centepede: These foods are rare beyond compare and some right out of reach
(Miss Spider: Nice aim Comadour) Centepede: But there's no doubt I'd go without a million plates of each
(Miss Spider: Out of my face.) Centepede: For one small mite (All: one small mite) 
One tiny bite (All: tiny bite) 
All: Of this fantastic Peach!!!!!!
Peach peach peach peach
Peach peach peach peach
Peach peach peach peach
Peach peach peach peach
Peach peach peach peach
Peach peach peach peach
Of this fantastic peach!
"
Enchanted,Enchanted-That's how you know,"How does she know that you love her?
How do you show her you love her?
How does she know that you really truly love her?
It's not enough to take the one you love for granted
You must remind her, or she'll be inclined to say...
""How do I know he loves me?""
(How does she know that you love her? How do you show her you love her?) 
""How do I know he's mine?""
(How does she know that you really, really, truly love her?) 
Well does he leave a little note to tell you you are on his mind?
Send you yellow flowers when the sky is grey? Heyyy!
He'll find a new way to show you, a little bit everyday
That's how you know, that's how you know, he's your love...
You've got to show her you need her
Don't treat her like a mind reader
Each day do something lead her
To believe you love her
Everybody wants to live happily ever after
Everybody wants to know their true love is true...
How do you know he loves you?
(How does she know that you love her? How do you show her you need her?) 
How do you know he's yours?
(How does she know that you really, really, truly love her?) 
Well does he takes you out dancin' just so he can hold you close?
Dedicate a song with words in just for you? Oooh!
He'll find his own way to show you, with the little things he will do
That's how you know, that's how you know, he's your love...
He's your love...
That's how you know (La la la la la la la la) 
He loves you (La la la la la la la la) 
That's how you know (La la la la la la la la) 
It's true (La la la la la) 
He'll wear your favorite color just so he can match your eyes
Plan a private picnic by the fire's glow! Ohhh!
His heart will be yours forever, something everyday will show
That's how you know (That's how you know) 
That's how you know (That's how you know) 
That's how you know (That's how you know) 
That's how you know (That's how you know) 
That's how you know (That's how you know) 
That's how you know (That's how you know) 
He's your love...
That's how she knows that you love her
That's how you show her you love her
That's how you know...
You've got to show her you need her
Don't treat her like a mind reader
That's how you know...
How do you know that you love her?
That's how you know that you love her
He's your love...
"
Lion King 2 ,Endless Night,"Simba:
Where has the starlight gone?
Dark is the day
How can I find my way home?
Home is an empty dream
Lost to the night
Father, I feel so alone
You promised you'd be there
Whenever I needed you
Whenever I call your name
You're not anywhere
I'm trying to hold on
Just waiting to hear your voice
One word, just a word will do
To end this nightmare
When will the dawning break
Oh endless night
Sleepless I dream of the day
When you were by my side
Guiding my path
Father, I can't find the way
You promised you'd be there
Whenever I needed you
Whenever I call your name
You're not anywhere
I'm trying to hold on
Just waiting to hear your voice
One word, just a word will do
To end this nightmare
Chorus:
I know that the night must end
And that the sun will rise
And that the sun will rise
I know that the clouds must clear
And that the sun will shine
And that the sun will shine
Simba and Chorus:
I know that the night must end
And that the sun will rise
And that the sun will rise
I know that the clouds must clear
And that the sun will shine
And that the sun will shine
(Chorus Repeat to end) 
Simba:
I know
Yes, I know
The sun will rise
Yes, I know
I know
The clouds must clear
I know that the night must end
I know that the sun will rise
And I'll hear your voice deep inside
I know that the night must end
And that the clouds must clear
The sun
The sun will rise
The sun
The sun will rise
"
